"Institucion_normalizada","Nro_Institucion","Tipo","Propiedad","Short_name","Fecha_procesada","año","Short_name_año","ROA","ROE","Apalancamiento_Global","Deterioros_Vencidos","Cobertura_Morosidad","Tasa_Morosidad","Credito_Activo","Deterioro_Credito","Ratio_Eficiencia","Intereses_C_Vigente","Comisiones_C_Vigente","Comisiones_perd_C_Vigente","Incobrables_C_Vigente","Gastos_C_Vigente","GPersonal_C_Vigente","Ctos_Ints_C_Vigente","Resultados_C_Vigente","Incob_C_Bruta","Incob_C_Ints","Ingr_C_Bruta","incr_Cartera","incr_Mora","incr_G_Personal","incr_Ingresos","incr_Incob","Ratio_Eficiencia_ctrol","Activos_promedio","Activos_promedio.1","ROA_1","ROE_1","SOM.cell","Superclass"
"ANDA",805,"Administradora","Privado","ANDA",2013-09-30,2013,"ANDA_2013",0.152208440208509,0.257986749602349,0.690818312235841,0.998226297647335,26.3911077213939,0.19847580314964,0.812705909393736,0.198123766150646,1.90922184502818,0.262276625511017,0.112399405824377,0.0168500700988724,0.153827735831578,0.128313344475359,0.214575948436116,0.0242923595040723,0.0940408115427996,0.123296688906991,0.586509512740075,0.210221123833047,NA,NA,NA,NA,NA,1.25891203322237,94.7256973401265,94.7256973401265,0.0763939929213931,0.129168362176307,2,2
"ANDA",805,"Administradora","Privado","ANDA",2014-09-30,2014,"ANDA_2014",0.0190774300074504,0.0338578526188901,0.865571235016928,1.32192182525334,29.0614409935042,0.186325064416049,0.772855987395843,0.246307169243309,2.99061650095244,0.242667982074372,0.113100491359306,0.0133399608608986,0.20240600456017,0.131975312880561,0.21085130574747,0.0249489050947477,0.0226418085576897,0.164692692722301,0.834086156854994,0.197452854682652,0.0475182835942011,-0.0312958686777251,0.0293352982939003,-0.0307975498367968,0.378320946738556,1.69768880961032,190.608838686148,190.608838686148,0.0188914913514925,0.0352434228519155,2,2
"ANDA",805,"Administradora","Privado","ANDA",2015-09-30,2015,"ANDA_2015",0.0957423079413416,0.170426846518585,0.696204416993159,1.31512476289847,32.2385905260713,0.188251748955497,0.806256949159592,0.247574536710319,1.5454508200699,0.258296989634851,0.113251539718312,0.0119174861524974,0.131678791072069,0.110398135070156,0.206864642045932,0.0220264951096509,0.114391219067269,0.106890028352407,0.50979607334263,0.20967212958615,-0.0333798256693034,-0.0210665436689854,-0.0516561628658741,0.0288752517561787,-0.371148221327096,1.24447993581358,185.479724134589,185.479724134589,0.0995002189454646,0.168772710867084,2,2
"ANDA",805,"Administradora","Privado","ANDA",2016-09-30,2016,"ANDA_2016",0.0731333692293994,0.124567857936894,0.709413821624706,1.31021873925668,37.6378452677052,0.193131982894434,0.788762121623478,0.253045143138087,1.59074663101158,0.248952751992874,0.120378694714367,0.0113473183193746,0.140444454314686,0.106431647412426,0.211098945157635,0.0175171884300857,0.0796426012121625,0.113320138366364,0.564140999408215,0.200872013353464,0.144689515816238,0.181467407141885,0.168120114350705,0.103278847897936,0.220889811485017,1.37791775357064,193.519710133728,193.519710133728,0.0678577770058848,0.115997021918587,2,2
"ANDA",805,"Administradora","Privado","ANDA",2017-09-30,2017,"ANDA_2017",0.0102243044912944,0.0169565343466904,0.607350748514384,1.337402151701,25.9531601040558,0.245715128897496,0.777909439802127,0.328619942092999,2.50353540333761,0.28264372787092,0.135010832134254,0.011196506232519,0.24424017428419,0.114758985012853,0.234138400724298,0.0227608200087303,0.0120875301117164,0.184226668378003,0.864127345488918,0.213193887845048,-0.038184357603444,0.308990931181837,0.0667887332841914,0.0919789257814955,0.67264717766525,1.71312768635549,202.064946643583,202.064946643583,0.0105641259506909,0.0169802557542433,2,2
"ANDA",805,"Administradora","Privado","ANDA",2018-09-30,2018,"ANDA_2018",0.0921265421326134,0.142777222885104,0.493119114599388,1.40157985192548,43.7732737229404,0.210132650351319,0.767339157346434,0.294517688964109,1.24817200444848,0.282478142246217,0.142888078536899,0.0106204359526546,0.0973075836675132,0.118804326208276,0.2672909758207,0.0076894159785988,0.110452153995751,0.076860083212176,0.344478276774763,0.223120261549703,-0.0726604542262201,-0.242676110957259,0.0586451916482881,-0.0732037321512419,-0.63053919895431,1.43052450131201,190.027032213305,190.027032213305,0.0948919963855454,0.141685053625754,2,2
"ANDA",805,"Administradora","Privado","ANDA",2019-09-30,2019,"ANDA_2019",0.0715522749389984,0.104491584532448,0.429927024080284,1.41793361655742,45.2779883497506,0.172895856267985,0.778017001991789,0.245154846765855,1.21337329202998,0.243425749644517,0.137256308170837,0.0162318103125828,0.0729203918286074,0.109778976835669,0.265727360763721,0.0004806705434192,0.0826579759207089,0.0603127582440033,0.299559072674504,0.201338446222052,0.0233728205200769,-0.195883654064074,0.0173862317616853,-0.118107709077944,-0.233104509982966,0.433502961847606,187.379107134101,187.379107134101,0.0704654419036721,0.10076043964182,2,2
"ANDA",805,"Administradora","Privado","ANDA",2020-09-30,2020,"ANDA_2020",0.0463047980429237,0.0655194634705376,0.39888301779746,1.35994024186025,33.0747475395088,0.192095631500397,0.754684171102147,0.261238579562947,1.30114488609084,0.258511516994418,0.139580422379655,0.0122058098403315,0.10789748005984,0.106892154665139,0.28034946424656,0.0031026959698275,0.0588564557820994,0.087170845490444,0.417379779881027,0.20885258388725,-0.118339823603983,0.0028462815954279,-0.0698249612318576,-0.0637009026097722,0.30455842209181,0.464275426062521,181.772919105798,181.772919105798,0.0485752557794539,0.0679511096059407,2,2
"ANDA",805,"Administradora","Privado","ANDA",2021-09-30,2021,"ANDA_2021",0.0359725369695471,0.0508400971187589,0.427126461973021,1.47200579170659,48.5625078450265,0.179526120524084,0.756757859558552,0.264263489174066,1.38974138747063,0.254751780001889,0.121551443082615,0.0144248985214651,0.0992943204539416,0.0970567559230938,0.291827230603044,0.0016853565908512,0.0413400223263805,0.0814683963127703,0.389768897603798,0.209017181241545,0.0881796735814663,0.0013962572051096,0.132730755855906,0.0723534178662492,0.0014141308966488,0.508841022042791,178.838623458534,178.838623458534,0.034887519968336,0.049788909227363,2,2
"ANDA",805,"Administradora","Privado","ANDA",2022-09-30,2022,"ANDA_2022",0.038971513228697,0.0554515573229679,0.419080003600069,1.57295794413817,43.240812786342,0.167219935311343,0.758643657711529,0.263029925666248,1.3539693426908,0.25600878026329,0.119100854439147,0.013945459080112,0.098314378145701,0.0993446854118326,0.292873816147576,0.0014510795313653,0.0431246693116224,0.0818742543033478,0.384027368298034,0.21319900887847,0.132141474480048,0.0389521448246132,0.136201694971149,0.137727704846541,0.120968294335556,0.550834411939929,194.95792240538,194.95792240538,0.036969542582034,0.0524627386204057,2,2
"ANDA",805,"Administradora","Privado","ANDA",2023-09-30,2023,"ANDA_2023",0.0354974683227533,0.0519476358810826,0.500832543457287,1.41993351138878,38.937071426893,0.164043286777774,0.789329745083056,0.232930560214121,1.32357721869542,0.25341596339542,0.112271970579588,0.011058881986163,0.0878174142167908,0.100470601285267,0.283088064577156,0.002727057672735,0.037095452533062,0.073411557038276,0.346534658038744,0.211844776086057,0.257625474331024,0.229046367736384,0.215604611481908,0.244888440312287,0.123349598420308,0.700095813452984,231.545848440222,231.545848440222,0.0319101063858174,0.0478917261290189,2,2
"Administradora de Soluciones Integrales S.A.",7894,"Administradora","Privado","ASI",2020-09-30,2020,"ASI_2020",0.0080398408601749,0.0121464540716101,0.85683280661006,0.941907747188332,16.842942865028,0.24775726506579,0.894531473084406,0.233364487387661,0.642269043380493,0.806622380520022,0.0785271977299361,0.14735603831368,0.146243399327621,0.137491223366423,0.182805709315676,0.0939727294812798,0.13331809709063,0.110010534676286,0.181303423831781,0.606775825581524,NA,NA,NA,NA,NA,0.642497423404853,133.369861296077,133.369861296077,0.117018304295781,0.217282869436089,2,2
"Administradora de Soluciones Integrales S.A.",7894,"Administradora","Privado","ASI",2021-09-30,2021,"ASI_2021",0.0735261745325591,0.131223257877631,0.710367040323836,0.960123419504251,25.2491736555547,0.199449982169541,0.898386508582189,0.191496598900681,0.638053285213884,0.738979196345694,0.0256048813450227,0.124314944709349,0.0369763011105905,0.160635694343016,0.223811669845985,0.0343540952028949,0.0875848751291156,0.0296013785133876,0.0500369987320902,0.591589808810884,-0.094540614026497,-0.31507012574275,0.108567002152548,-0.170472248812397,-0.771062905723615,0.638053285213884,8.67505356584629,8.67505356584629,0.0779110319677307,0.133256461155223,6,2
"Administradora de Soluciones Integrales S.A.",7894,"Administradora","Privado","ASI",2022-09-30,2022,"ASI_2022",0.0243232757265349,0.0454914426582847,1.03990570445568,0.901531641082514,17.9847830435101,0.128488128350012,0.903909095168192,0.115836113211007,0.894286074142491,0.634854966455262,0.0221637330515507,0.0841532434448429,0.14387292115314,0.169223768051962,0.204133035215008,0.0361800229133328,0.0257890385368512,0.125386958793925,0.226623289971977,0.553283640041716,0.126240988017741,-0.333537843455566,0.0272162815541212,-0.0324495084512937,3.38214683464113,0.892144926319325,8.69619836764888,8.69619836764888,0.0229773766020135,0.0468716816038737,2,2
"Administradora de Soluciones Integrales S.A.",7894,"Administradora","Privado","ASI",2023-09-30,2023,"ASI_2023",0.0015434404339034,0.0034014520146744,1.36175586090019,0.994739490833768,14.9012997277672,0.144813887285619,0.912173501140838,0.144052092504155,0.744448743140469,0.621667289304858,0.064758831888383,0.0648926311278218,0.0660196324138641,0.179635771195787,0.196651432165188,0.0546158203140026,0.0015515565650307,0.0564590713541177,0.106197693765883,0.531641218862848,0.228970271798696,0.411566247100425,0.183927744880195,0.203441191885502,-0.436056730193487,0.746983842559127,10.1329399084405,10.1329399084405,0.0014140291388492,0.0033395916061607,2,2
"BAUTZEN S.A.",858,"Administradora","Privado","Pronto",2013-09-30,2013,"Pronto_2013",0.121220676635418,0.282341054319002,1.31978848224046,0.94399746665882,12.2475379110581,0.355209522662412,0.80068396811826,0.335316889526405,0.740579666893657,0.358935763896929,0.539966746481287,0,0.302034269341151,0.410233253209953,0.0111802220297614,0.0269393640457521,0.100841218307652,0.194748520047422,0.841471649584303,0.231438005241924,NA,NA,NA,NA,NA,1.77243611482646,24.4510375995998,24.4510375995998,0.0783253812846465,0.181698317371216,2,2
"BAUTZEN S.A.",858,"Administradora","Privado","Pronto",2014-09-30,2014,"Pronto_2014",0.0511057146202534,0.118946671239619,1.33509243954925,1.00409674346595,14.331114337311,0.362965192919078,0.737123213607426,0.364452168201535,0.799660748855627,0.367347932430962,0.515717992633623,0,0.31840391345939,0.414378755506166,0.0156592792865039,0.0258567852580809,0.0687390091478259,0.202834375584413,0.866763864307935,0.234013419267733,-0.0367700355941876,-0.0037573143076357,0.349122315246339,-0.0141953756894749,0.0154350726398637,1.83476285705917,38.08024201218,38.08024201218,0.0507876685877407,0.118593900941566,2,2
