Institucion_normalizada,Nro_Institucion,Tipo,Propiedad,Short_name,Fecha_procesada,año,Short_name_año,ROA,ROE,Apalancamiento_Global,Deterioros_Vencidos,Cobertura_Morosidad,Tasa_Morosidad,Credito_Activo,Deterioro_Credito,Ratio_Eficiencia,Intereses_C_Vigente,Comisiones_C_Vigente,Comisiones_perd_C_Vigente,Incobrables_C_Vigente,Gastos_C_Vigente,GPersonal_C_Vigente,Ctos_Ints_C_Vigente,Resultados_C_Vigente,Incob_C_Bruta,Incob_C_Ints,Ingr_C_Bruta,incr_Cartera,incr_Mora,incr_G_Personal,incr_Ingresos,incr_Incob,Ratio_Eficiencia_ctrol,Activos_promedio,Activos_promedio.1,ROA_1,ROE_1
ANDA,805,Administradora,Privado,ANDA,2023-09-30,2023,ANDA_2023,0.0354974683227533,0.0519476358810826,0.5008325434572874,1.4199335113887772,38.937071426892985,0.1640432867777742,0.7893297450830556,0.2329305602141211,1.3235772186954184,0.2534159633954201,0.1122719705795883,0.011058881986163,0.0878174142167908,0.1004706012852671,0.2830880645771564,0.002727057672735,0.037095452533062,0.073411557038276,0.3465346580387444,0.2118447760860567,0.2576254743310238,0.2290463677363843,0.2156046114819076,0.2448884403122873,0.1233495984203083,0.7000958134529843,231.5458484402216,231.5458484402216,0.0319101063858174,0.0478917261290189
Administradora de Soluciones Integrales S.A.,7894,Administradora,Privado,ASI,2020-09-30,2020,ASI_2020,0.0080398408601749,0.0121464540716101,0.8568328066100598,0.941907747188332,16.842942865028025,0.2477572650657899,0.894531473084406,0.2333644873876606,0.6422690433804928,0.8066223805200218,0.0785271977299361,0.1473560383136797,0.1462433993276214,0.1374912233664232,0.1828057093156765,0.0939727294812798,0.13331809709063,0.1100105346762858,0.1813034238317807,0.6067758255815244,,,,,,0.6424974234048533,133.3698612960767,133.3698612960767,0.1170183042957806,0.2172828694360888
Administradora de Soluciones Integrales S.A.,7894,Administradora,Privado,ASI,2021-09-30,2021,ASI_2021,0.0735261745325591,0.1312232578776311,0.7103670403238364,0.9601234195042506,25.249173655554745,0.1994499821695406,0.8983865085821894,0.1914965989006811,0.6380532852138837,0.7389791963456939,0.0256048813450227,0.1243149447093494,0.0369763011105905,0.160635694343016,0.2238116698459847,0.0343540952028949,0.0875848751291156,0.0296013785133876,0.0500369987320902,0.5915898088108837,-0.094540614026497,-0.3150701257427496,0.1085670021525484,-0.1704722488123969,-0.7710629057236151,0.6380532852138839,8.675053565846293,8.675053565846293,0.0779110319677307,0.1332564611552234
Administradora de Soluciones Integrales S.A.,7894,Administradora,Privado,ASI,2022-09-30,2022,ASI_2022,0.0243232757265349,0.0454914426582847,1.0399057044556768,0.9015316410825136,17.984783043510088,0.1284881283500117,0.9039090951681918,0.1158361132110067,0.8942860741424914,0.6348549664552617,0.0221637330515507,0.0841532434448429,0.1438729211531404,0.1692237680519618,0.2041330352150081,0.0361800229133328,0.0257890385368512,0.1253869587939245,0.2266232899719769,0.5532836400417156,0.1262409880177413,-0.3335378434555663,0.0272162815541212,-0.0324495084512937,3.3821468346411256,0.8921449263193248,8.696198367648883,8.696198367648883,0.0229773766020135,0.0468716816038737
Administradora de Soluciones Integrales S.A.,7894,Administradora,Privado,ASI,2023-09-30,2023,ASI_2023,0.0015434404339034,0.0034014520146744,1.3617558609001943,0.994739490833768,14.90129972776717,0.1448138872856186,0.9121735011408382,0.1440520925041549,0.7444487431404689,0.6216672893048583,0.064758831888383,0.0648926311278218,0.0660196324138641,0.1796357711957872,0.1966514321651879,0.0546158203140026,0.0015515565650307,0.0564590713541177,0.1061976937658833,0.5316412188628484,0.2289702717986963,0.4115662471004251,0.1839277448801946,0.2034411918855019,-0.4360567301934873,0.7469838425591268,10.132939908440534,10.132939908440534,0.0014140291388492,0.0033395916061607
BAUTZEN S.A.,858,Administradora,Privado,Pronto,2013-09-30,2013,Pronto_2013,0.1212206766354183,0.2823410543190021,1.3197884822404635,0.94399746665882,12.247537911058092,0.3552095226624116,0.80068396811826,0.3353168895264053,0.7405796668936573,0.3589357638969295,0.5399667464812867,0.0,0.3020342693411511,0.4102332532099525,0.0111802220297614,0.0269393640457521,0.1008412183076521,0.1947485200474222,0.8414716495843028,0.2314380052419239,,,,,,1.772436114826461,24.451037599599843,24.451037599599843,0.0783253812846465,0.1816983173712159
BAUTZEN S.A.,858,Administradora,Privado,Pronto,2014-09-30,2014,Pronto_2014,0.0511057146202534,0.1189466712396189,1.3350924395492538,1.0040967434659454,14.331114337310984,0.3629651929190784,0.7371232136074259,0.3644521682015352,0.7996607488556267,0.3673479324309617,0.515717992633623,0.0,0.3184039134593904,0.4143787555061664,0.0156592792865039,0.0258567852580809,0.0687390091478259,0.2028343755844132,0.8667638643079347,0.234013419267733,-0.0367700355941876,-0.0037573143076357,0.3491223152463394,-0.0141953756894749,0.0154350726398637,1.8347628570591668,38.08024201218002,38.08024201218002,0.0507876685877407,0.1185939009415665
BAUTZEN S.A.,858,Administradora,Privado,Pronto,2015-09-30,2015,Pronto_2015,0.0989271329773628,0.2226844935578605,1.1730682647373898,1.0110735376060993,18.371762859385008,0.264343235413999,0.8396364922358086,0.2672704501722739,0.6562960759177994,0.2168963413083827,0.4237592484299916,0.0,0.1419861771461019,0.3047839702355224,0.0130420872424635,0.0145760765469138,0.1171012263439356,0.1044530916952361,0.6546268889995996,0.1595612606974658,0.1458614758647969,-0.277357882542928,-0.0456505013684342,-0.3234393341576607,-0.4890248404004516,1.6936096393554512,38.40113286468412,38.40113286468412,0.0987152558235901,0.2145149896756765
BAUTZEN S.A.,858,Administradora,Privado,Pronto,2016-09-30,2016,Pronto_2016,0.0570679160182387,0.1189838616739504,1.0085530832847431,0.9921237743780824,15.834043832322214,0.2641569552845272,0.8035980232000866,0.2620763955051075,0.7547542664187711,0.2328241492996754,0.4462612915810999,0.0,0.1957007318359349,0.3433348052939133,0.0164984630159186,0.0069014229428636,0.0690099421648109,0.1440050223672006,0.8405516885795307,0.171322030903963,0.0133731062700195,0.0124026353751456,0.2819342797130673,0.0877902779145138,0.3967406018392272,1.7948589400891617,39.754568200509766,39.754568200509766,0.0552998953883257,0.1110727753875454
BAUTZEN S.A.,858,Administradora,Privado,Pronto,2017-09-30,2017,Pronto_2017,0.0373732293220479,0.0772108054643537,1.1229026740014671,0.9946720600982376,14.893828334125558,0.315357212887349,0.7445263843771844,0.313677008609498,0.7959453849864807,0.2815736686995332,0.4337618394603251,0.0,0.2365879782630915,0.3294329835440018,0.0482426067254948,0.0020623232598548,0.0487909270552962,0.1619782528353902,0.8402347398312807,0.1927773813159826,-0.0131709612331262,0.2662043211384426,1.8855539559408911,0.1934546895613198,0.1930046708711084,1.8469882086320444,42.35334888219309,42.35334888219309,0.0362372016080821,0.0769281130235236
BAUTZEN S.A.,858,Administradora,Privado,Pronto,2018-09-30,2018,Pronto_2018,0.0107705970476255,0.0226417030345841,1.0788539140484927,0.9670668602486784,11.835318195107671,0.3582445457127882,0.7762090610878184,0.3464464280236802,0.8873340858181527,0.3180151432813767,0.430793832546937,0.0485865127747408,0.2777982703783327,0.2742135084221124,0.0958170503747375,0.0019908417124979,0.0151838047728248,0.1782787404494127,0.8735378683918188,0.2040881648068944,-0.1068420249273325,0.0824282446906821,0.7739456571468764,0.0087511475326726,0.0487335090791813,1.9298121030455704,40.84871739449037,40.84871739449037,0.0115730584458062,0.0240587169013597
BAUTZEN S.A.,858,Administradora,Privado,Pronto,2019-09-30,2019,Pronto_2019,0.0349047020896819,0.0713917640336482,1.0104494350865627,1.0011833121933584,17.897172528533634,0.3424060147631375,0.7394481833820551,0.342811187975486,0.8250119956171239,0.3173713490745051,0.442508995255399,0.0472493438825247,0.2779565064735712,0.2651427213635748,0.0927691944219883,0.0019904707816546,0.0489684809780224,0.1827825268144714,0.8758084410710906,0.2087014902379032,-0.0978581076814807,-0.1585102392043577,-0.1265544464434629,-0.0996844160706288,-0.0973442405137797,0.8250119956171237,36.67289025304271,36.67289025304271,0.0362319784526851,0.0728425606122694
BAUTZEN S.A.,858,Administradora,Privado,Pronto,2020-09-30,2020,Pronto_2020,0.0250793889830939,0.0496112953986208,0.942392561965106,1.0045141005530371,21.84579008245522,0.3623008409293877,0.7102961908190382,0.3639363033557928,0.876123960992797,0.3281178640605878,0.4828820350288415,0.0472915215135617,0.2800337950807693,0.3368605194214721,0.0828597665870599,0.0029816920892688,0.0378098691908975,0.1785773156343586,0.8534548884819642,0.2092404859874822,-0.1610437013146726,-0.0846034231952718,-0.2506594078030154,-0.1326357922114036,-0.1547738198022504,0.8761239609927969,33.06282851811505,33.06282851811505,0.0269252593910069,0.052299423570073
BAUTZEN S.A.,858,Administradora,Privado,Pronto,2021-09-30,2021,Pronto_2021,-0.0066794215370766,-0.0130985820556972,0.98029847484303,1.018019448440468,23.13666717349305,0.3254798630169154,0.7513618105664918,0.3313448306269593,1.010716347107736,0.2633097042119875,0.4383007850361169,0.0403098314865013,0.2115929942857717,0.3660292462008931,0.0872538735432505,0.0029980847951204,-0.0088719042132838,0.1427237354902998,0.8035898066081937,0.1776076977540453,0.0501877896472828,-0.1080455598882451,0.1058799266381234,-0.1572399233709321,-0.2064801360502478,1.0107140924586495,30.591215779655126,30.591215779655126,-0.0067244795119502,-0.0133164765216282
BAUTZEN S.A.,858,Administradora,Privado,Pronto,2022-09-30,2022,Pronto_2022,-0.0343537013774581,-0.0712303626641103,1.1780414025304469,1.0169650654330078,18.20849752235696,0.2781746514541329,0.8450837614599863,0.2828939026178564,1.105558575528109,0.1733346060476678,0.407327900445849,0.0504839146055375,0.1573105205125568,0.3224229628837031,0.0914442409857775,5.1110491370108295e-05,-0.0408107808684533,0.1135507212989081,0.9075540314742212,0.1251173124254183,0.0991428374031411,-0.1221701341688191,0.1519291742556567,-0.2764433377738169,-0.1828333804094969,1.1055611038772233,30.07282647022351,30.07282647022351,-0.0347154960512512,-0.0756117877090073
BAUTZEN S.A.,858,Administradora,Privado,Pronto,2023-09-30,2023,Pronto_2023,-0.0540780990307929,-0.1288916443731219,1.597298483213358,0.9933034867006212,15.68833079271133,0.2756955409356894,0.8353707518532076,0.273849342079234,1.169114213312283,0.2161136151942886,0.4166301314197604,0.045629597065232,0.2044436461918561,0.354589697525235,0.0958356704703599,3.1051725315595926e-05,-0.060784665591321,0.1480794445641276,0.9460007691234952,0.1565320551497318,0.1218333066339991,0.1080299246525189,0.1757071406385411,0.3987019503500844,0.4579552014730892,1.1691142133122832,31.92080423366928,31.92080423366928,-0.050648632153617,-0.131549715577798
Banco Bandes Uruguay S.A.,110,Banco,Privado,Bandes,2013-12-31,2013,Bandes_2013,0.0034817310924889,0.0294049738702077,8.542057295520017,1.6577867350677906,51.641202363025606,0.0050818392123949,0.5694665003317962,0.0084246056360557,0.9602496639433536,0.1163493837422346,0.0746569269783539,0.0117664608512407,0.0088301799071013,0.0588592563505404,0.0820638865706136,0.0261633712428265,0.0055914365709599,0.0087853063525969,0.0758936542944147,0.1157581148815954,-0.074294317376522,-0.5259159526708295,-0.1758275352786065,0.3099408037149711,7.554304417837299,1.893785694062191,401.150807119792,401.150807119792,0.0031948700700435,0.0304856332600973
Banco Bandes Uruguay S.A.,110,Banco,Privado,Bandes,2014-12-31,2014,Bandes_2014,0.004320616844774,0.0403253840706922,8.118990093669723,1.8328486359230023,56.81438257196845,0.004936044523518,0.5852804718168617,0.0090470224717853,1.237725541856956,0.08701742213536,0.0413286471289842,0.015333952168772,0.0013414589117025,0.0417334376365867,0.0747677435033012,0.0223976066353356,0.0076224954982727,0.0013348374107879,0.0154159808321589,0.0865879002653781,-0.0420251376134312,-0.0696451520784874,-0.1271968488611918,-0.2835329220132709,-0.8544668478043075,1.942297411457316,422.1677256223006,422.1677256223006,0.0044798054982789,0.0408513019603728
Banco Bandes Uruguay S.A.,110,Banco,Privado,Bandes,2015-12-31,2015,Bandes_2015,8.568996224604363e-05,0.0008580261677282,10.026820265295909,1.2907360227574671,24.073431858258463,0.0147768409239434,0.654716560838486,0.0190730008830905,1.1610600413825376,0.0703911185534196,0.0389696747416573,0.0119551262553181,0.0081422715583826,0.0297669679887352,0.0592237876935364,0.0171991640765299,0.0001262394942543,0.0080219545068048,0.1156718592588275,0.0693509601920973,0.1934603955644367,2.6085017837108544,-0.0546559013857173,-0.0345725013284464,6.243962934747541,1.996135488814022,420.7333254063801,420.7333254063801,8.301307398106639e-05,0.0009153703170139
Banco Bandes Uruguay S.A.,110,Banco,Privado,Bandes,2016-12-31,2016,Bandes_2016,9.799120365290914e-05,0.0009358952975937,7.22832038008297,1.088597054743794,15.240717409907784,0.0599222680002123,0.7205609801181413,0.0652312044585994,2.114481710076201,0.0871410100003716,0.039883206195966,0.0176739958386664,0.0448301201779032,0.0313633616167517,0.0752795794066807,0.0209493343626906,0.0001487960366265,0.0421437977021211,0.5144549067966045,0.0819193230453202,-0.08222184734459,2.9004544124389526,0.1665912635993052,0.1361676987413413,4.053148201356351,1.996966978070709,398.0004882326523,398.0004882326523,0.0001078255452608,0.0008872231315632
Banco Bandes Uruguay S.A.,110,Banco,Privado,Bandes,2017-12-31,2017,Bandes_2017,8.46425325318135e-05,0.0006764853277867,6.760351666452995,1.2919053125374649,18.461184135001727,0.046353862009165,0.5250734704568266,0.0598848005862689,1.4073924240129028,0.1216126697683161,0.0584734245030311,0.0253645378072277,0.0254964988956247,0.0379846797311903,0.1104638375863527,0.0312157526199539,0.0001622256684994,0.0243146377041001,0.2096533111574482,0.1159754528553094,-0.2943934405198104,-0.461932449598707,0.0353937814292253,-0.0152662046944829,-0.5986962160007818,1.998239220124217,354.4645978435126,354.4645978435126,8.64063835394137e-05,0.0006705438553552
Banco Bandes Uruguay S.A.,110,Banco,Privado,Bandes,2018-12-31,2018,Bandes_2018,0.0004126706853111,0.0035901264272496,8.701921463085707,0.9482271963552376,17.37164212200318,0.072247371658565,0.2845167444300121,0.0570110355560499,1.0068206390594234,0.1507071914917707,0.0728900334987498,0.0309429400910028,0.0123608116748827,0.0646990546957206,0.1358222210428933,0.0437575108762682,0.0011085535222144,0.0116176325587627,0.0820187248699256,0.1416461006579568,-0.2410363449143251,-0.0011548034974416,-0.0668065533755789,-0.0594624629144445,-0.6320511750652735,1.0071077773617954,377.06478044341134,377.06478044341134,0.0003824115860998,0.0037101271749148
Banco Bandes Uruguay S.A.,110,Banco,Privado,Bandes,2019-12-31,2019,Bandes_2019,0.0005852253301903,0.0050616241284633,6.473652843166052,0.3645653057113948,2.052959767867897,0.2243346883641649,0.3836886556935201,0.0817846442451522,1.6461428986218027,0.1933444805791556,0.0759138141081287,0.043040714373326,0.0390680196497327,0.0942295877815531,0.2277902953745467,0.0532015602157428,0.0022110419629866,0.0303037077257872,0.202064313047396,0.1499706072228561,-0.3516258470146886,1.9313783748282387,0.0874018896738804,-0.1681912283745251,1.049274336949983,1.0243204169042393,343.84481961428287,343.84481961428287,0.0007166477862613,0.0053559767653407
Banco Bandes Uruguay S.A.,110,Banco,Privado,Bandes,2020-12-31,2020,Bandes_2020,0.0002305053349531,0.0016741737451363,6.026297469763458,0.8946458869049122,15.124012612901494,0.0964698817083789,0.3086635643126555,0.0863063828806046,1.4085672177481872,0.1927602162491149,0.0579488094112509,0.045174406535907,0.0328643296757152,0.0986186933771684,0.1618527126046088,0.0464029426498086,0.0008291300597039,0.0296939116794738,0.1704933223007119,0.1741646609894812,-0.2125037278183265,-0.7092795667943108,-0.4404572521009015,-0.2148834491348987,-0.3375518559832506,1.0228481713087132,257.7975594934393,257.7975594934393,0.0002530754806673,0.0017781836094724
Banco Bandes Uruguay S.A.,110,Banco,Privado,Bandes,2021-12-31,2021,Bandes_2021,0.0012491736183306,0.0085037222023907,5.581456639468005,1.2774217048087828,89.35767491469164,0.0477850660084809,0.2998025210353344,0.0610416804849539,2.008913802397218,0.1624835831601584,0.0548714088171486,0.0458065843423424,0.0334865239939534,0.1056954593886739,0.1944107458353302,0.0439586444107098,0.0043196935114035,0.0318863681243075,0.2060917376554043,0.1547192938788411,-0.0967119395006866,-0.5754446078272472,0.0849920444324998,-0.2385903919819225,-0.0796107022467788,1.0267807361926289,223.86877497739232,223.86877497739232,0.0013133391398075,0.0086436836933196
Banco Bandes Uruguay S.A.,110,Banco,Privado,Bandes,2022-12-31,2022,Bandes_2022,4.670408767289364e-05,0.0002860504734832,4.708761014322308,1.1527911477068316,58.97563491948395,0.0467343951475982,0.3205941111303367,0.0538749970195843,1.7405320013584311,0.1804338171698371,0.076095936550901,0.0472051596588225,0.0121624722501097,0.1125258232035023,0.2350443576865171,0.0473868938085986,0.0001482066756035,0.0115940664660013,0.0674068333801392,0.1720013518602324,0.0117850602865818,-0.0115521478844006,0.2232573286525383,0.123561144038619,-0.6325146282417022,1.00286186356924,207.8569391726486,207.8569391726486,4.78727868681372e-05,0.0002732942993197
Banco Bandes Uruguay S.A.,110,Banco,Privado,Bandes,2023-12-31,2023,Bandes_2023,0.0013257560575615,0.0068032980932154,3.5856457213995547,0.9074453760830308,23.538196682438542,0.109876080626931,0.2549892657294571,0.0997065413070348,1.7025052080360712,0.295637175390206,0.085665889911196,0.065071220545347,0.0529171539751505,0.1723761546104952,0.3911652930206002,0.0521803649782298,0.0057260548727029,0.0471028242203454,0.1789935717837451,0.2631537197171177,-0.3373102178310486,0.6685539823759015,0.1028609466541787,0.0858038611241591,1.883267194338472,0.988843744649278,187.47951208551416,187.47951208551416,0.0014435897115321,0.0066197909841436
Banco Bilbao Vizcaya Argentaria Uruguay S.A.,153,Banco,Privado,BBVA,2013-12-31,2013,BBVA_2013,0.0098735214190511,0.1459532993241959,14.13650285376143,3.2870005324060028,47.441818468288304,0.0036445864653288,0.6341071772616378,0.0119797576519355,0.7371097730097235,0.0833704200128392,0.0182771406762978,0.0103874339178973,0.0025120745460623,0.0206284357461044,0.0348887519176379,0.0223166448986572,0.0149203945610191,0.0025029191348735,0.0301314848320964,0.0830665713561976,-0.003305211945513,-0.1769755157895999,0.0029986787199687,-0.1585960681064334,-1.356418862124344,1.7690093842024248,2865.945581082081,2865.945581082081,0.0095409458261538,0.1444165537251608
Banco Bilbao Vizcaya Argentaria Uruguay S.A.,153,Banco,Privado,BBVA,2014-12-31,2014,BBVA_2014,0.0050826985215742,0.0789811841597227,14.922252419855798,3.800242240083297,59.74550913247748,0.0038225941687685,0.6080114371065571,0.0145267838268504,0.7121960041673686,0.0826457413354092,0.0193979047095143,0.0098750245303449,0.0047535308561111,0.0186600629187676,0.0339994912405952,0.0229973805556428,0.0078734788459702,0.0047353600367794,0.0575169485965333,0.0823298202065069,0.0630213065878977,0.1151403036942515,0.0359265268996269,0.0537812322975275,1.011526524756115,1.823244961925481,3123.0144112065936,3123.0144112065936,0.0048391632772649,0.0770503792015084
Banco Bilbao Vizcaya Argentaria Uruguay S.A.,153,Banco,Privado,BBVA,2015-12-31,2015,BBVA_2015,0.0040938453048203,0.0687492820309082,16.731535709785366,3.2659993126545683,42.54761307123919,0.0052391303588004,0.5495737271613396,0.01711099615075,0.6973811779516074,0.0787178832511331,0.0204095336435084,0.0089374092634168,0.0077654331424568,0.0180792276016524,0.0333736543941722,0.0199556777100448,0.0072394067334929,0.007724749025931,0.0986489069794074,0.0783054699992116,-0.0643054647076919,0.2842604217937496,-0.0815290199967604,-0.1087756973594278,0.5285634143372495,1.8252626626827413,3335.856164070221,3335.856164070221,0.0040266432787875,0.0713985690883889
Banco Bilbao Vizcaya Argentaria Uruguay S.A.,153,Banco,Privado,BBVA,2016-12-31,2016,BBVA_2016,-0.0012019896334258,-0.020548548962602,15.4879080248986,2.521534469977763,34.8013527477689,0.0071726896650776,0.6117568075264729,0.0180861842329466,0.7689784366781401,0.0893517002456764,0.0224215663905968,0.009406940425366,0.0062130139933521,0.0188305831760823,0.0354277073067769,0.0305002368198946,-0.0019696024707659,0.006168449972093,0.0695343678549948,0.0887108082287672,0.0826869146127147,0.4851513097044229,0.1493231955585499,0.228944588687209,-0.1337574057356776,1.881155053263151,3346.697914194884,3346.697914194884,-0.0012183097941266,-0.0200873796234486
Banco Bilbao Vizcaya Argentaria Uruguay S.A.,153,Banco,Privado,BBVA,2017-12-31,2017,BBVA_2017,0.0081776840354698,0.1270457215058072,13.69853410019434,1.562920782565658,13.517606103506584,0.0138026742556339,0.685564545304492,0.0215724864491142,0.7123707469148075,0.0853720842739919,0.0221508882903173,0.0095801948371687,0.0014495781014295,0.0172918595803706,0.0335923707402678,0.0304424173310591,0.0117523231310213,0.0014295700470874,0.0169795327566008,0.0841937212042334,0.1328482230061327,1.1946376226862534,0.0741608868490355,0.0823925420356097,-0.7356915696519997,1.742281627892056,3325.092871663935,3325.092871663935,0.0081209574929698,0.1193661706366466
